FISCAL YEAR,Month,FUND,ACCOUNT GROUP NAME,EXPENDITURE
2013,9,554,NOT DEF,1650
2019,5,100,EXPENSES,1650
2013,8,100,EXPENSES,1649.96
2015,8,44D,NOT DEF,1649.55
2013,3,100,EXPENSES,1645.04
2017,5,100,EXPENSES,1643.71
2013,7,100,EXPENSES,1642.24
2012,6,100,EXPENSES,1640.53
2016,6,100,EXPENSES,1639.57
2018,12,44D,NOT DEF,1637.03
2014,9,100,EXPENSES,1635.66
2016,5,100,EXPENSES,1635.25
2014,7,339,NOT DEF,1634.88
2020,1,863,NOT DEF,1634
2016,10,44D,NOT DEF,1633.91
2012,6,100,EXPENSES,1632.48
2012,7,44D,NOT DEF,1632.07
2018,2,885,NOT DEF,1630
2020,10,100,EXPENSES,1626.91
2011,6,44D,NOT DEF,1624.3
2014,8,100,SALARIES AND BENEFITS,1624.21
2019,4,670,NOT DEF,1623.75
2011,6,885,NOT DEF,1623.59
2019,8,100,EXPENSES,1622.61
2013,12,100,EXPENSES,1622.07
2015,11,100,EXPENSES,1620.51
2015,6,44D,NOT DEF,1620.46
2017,4,885,NOT DEF,1620
2016,7,44D,NOT DEF,1618.65
2015,7,339,NOT DEF,1617.42
2020,10,100,SALARIES AND BENEFITS,1617.3
2014,10,100,EXPENSES,1616.8
2019,5,44D,NOT DEF,1614.42
2012,6,100,EXPENSES,1611.65
2017,7,100,SALARIES AND BENEFITS,1611.29
2013,12,339,NOT DEF,1609.68
2011,6,339,NOT DEF,1609.2
2014,4,100,SALARIES AND BENEFITS,1604.99
2013,9,100,EXPENSES,1602.92
2013,7,100,SALARIES AND BENEFITS,1602.72
2012,6,100,EXPENSES,1602.12
2014,3,339,NOT DEF,1601.91
2020,3,44D,NOT DEF,1601.87
2018,1,44D,NOT DEF,1601.83
2012,6,44D,NOT DEF,1600
2012,10,554,NOT DEF,1600
2013,12,44D,NOT DEF,1600
2018,2,44D,NOT DEF,1600
2013,4,100,EXPENSES,1598.83
2016,9,100,EXPENSES,1597.45
2016,1,670,NOT DEF,1596.92
2016,11,44D,NOT DEF,1596.35
2018,10,100,EXPENSES,1592.96
2014,1,44D,NOT DEF,1592.47
2019,3,100,SALARIES AND BENEFITS,1592.1
2016,10,100,EXPENSES,1591.83
2013,5,44D,NOT DEF,1591.61
2018,1,885,NOT DEF,1590
2019,12,100,SALARIES AND BENEFITS,1589.84
2014,9,100,EXPENSES,1589.75
2014,3,100,EXPENSES,1588.71
2018,9,100,EXPENSES,1588.62
2019,8,44D,NOT DEF,1586.2
2013,6,100,SALARIES AND BENEFITS,1585.26
2016,10,100,EXPENSES,1584
2015,7,100,EXPENSES,1582.37
2019,9,863,NOT DEF,1581.54
2014,6,100,SALARIES AND BENEFITS,1579.88
2013,2,44D,NOT DEF,1579.2
2019,10,863,NOT DEF,1578.35
2012,1,339,NOT DEF,1575.82
2014,11,339,NOT DEF,1574.12
2020,3,100,EXPENSES,1573.82
2019,8,44D,NOT DEF,1573.76
2014,5,100,EXPENSES,1572.91
2018,3,339,NOT DEF,1571.56
2015,1,100,EXPENSES,1570.89
2012,2,100,SALARIES AND BENEFITS,1570.4
2016,5,100,EXPENSES,1570.3
2016,4,339,NOT DEF,1570
2016,8,44D,NOT DEF,1569.6
2018,10,339,NOT DEF,1569.38
2017,9,100,SALARIES AND BENEFITS,1569.2
2013,3,100,SALARIES AND BENEFITS,1568.07
2014,3,339,NOT DEF,1565.82
2016,4,44D,NOT DEF,1565.32
2012,9,100,EXPENSES,1565.04
2019,1,863,NOT DEF,1561.57
2019,1,863,NOT DEF,1561.57
2014,6,44D,NOT DEF,1560.98
2015,9,100,EXPENSES,1560.72
2016,3,885,NOT DEF,1560
2017,7,885,NOT DEF,1560
2015,12,670,NOT DEF,1559.9
2012,4,100,EXPENSES,1559.17
2015,8,100,EXPENSES,1558.97
2012,1,100,SALARIES AND BENEFITS,1558.42
2018,8,100,SALARIES AND BENEFITS,1556.35
2016,9,100,EXPENSES,1556.11
2013,10,100,EXPENSES,1555
2018,9,100,SALARIES AND BENEFITS,1554.45
2017,8,44D,NOT DEF,1554.15
2017,4,100,EXPENSES,1550.24
2016,11,339,NOT DEF,1549.56
2016,5,44E,NOT DEF,1548.66
2019,9,100,EXPENSES,1548.22
2016,7,41Y,NOT DEF,1545
2016,10,339,NOT DEF,1544.53
2012,9,44D,NOT DEF,1544.15
2015,4,100,EXPENSES,1543.5
2014,8,100,EXPENSES,1542.51
2018,3,100,SALARIES AND BENEFITS,1542.36
2012,4,100,EXPENSES,1541.62
2015,10,44D,NOT DEF,1538.66
2016,9,863,NOT DEF,1537.44
2013,3,339,NOT DEF,1536.76
2014,4,339,NOT DEF,1536.76
2017,4,44D,NOT DEF,1531.83
2019,9,100,EXPENSES,1531.7
2016,3,100,EXPENSES,1531.45
2019,5,885,NOT DEF,1530
2019,11,885,NOT DEF,1530
2019,11,885,NOT DEF,1530
2014,11,100,EXPENSES,1526.3
2014,1,100,SALARIES AND BENEFITS,1526.25
2013,8,100,EXPENSES,1525.8
2013,7,100,SALARIES AND BENEFITS,1525.19
2013,6,44D,NOT DEF,1522.32
2015,6,339,NOT DEF,1521.28
2019,3,100,EXPENSES,1521
2017,7,44D,NOT DEF,1519.58
2014,4,44D,NOT DEF,1519
2012,5,44D,NOT DEF,1518.67
2014,2,339,NOT DEF,1518.4
2018,12,100,EXPENSES,1517.6
2012,4,100,SALARIES AND BENEFITS,1517.4
2019,1,44D,NOT DEF,1517.13
2019,1,44D,NOT DEF,1517.13
2017,9,44D,NOT DEF,1515.97
2015,11,44E,NOT DEF,1511.88
2012,1,100,SALARIES AND BENEFITS,1511.6
2016,10,339,NOT DEF,1511.56
2019,7,100,EXPENSES,1508.98
2015,10,44D,NOT DEF,1508.95
2014,2,100,EXPENSES,1507.8
2014,10,100,EXPENSES,1507.74
2016,6,44D,NOT DEF,1507.33
2012,10,44D,NOT DEF,1505.45
2014,5,100,SALARIES AND BENEFITS,1505.19
2015,4,100,EXPENSES,1501.33
2014,8,100,EXPENSES,1500
2014,11,44D,NOT DEF,1500
2015,8,100,EXPENSES,1500
2015,1,44D,NOT DEF,1500
2015,6,863,NOT DEF,1500
2018,2,885,NOT DEF,1500
2020,2,44D,NOT DEF,1500
2018,12,100,SALARIES AND BENEFITS,1499.94
2012,10,100,EXPENSES,1498.58
2018,9,44D,NOT DEF,1498.27
2013,11,100,EXPENSES,1497.49
2011,6,885,NOT DEF,1497.13
2016,6,44D,NOT DEF,1495.2
2013,1,44D,NOT DEF,1495
2019,8,339,NOT DEF,1493.68
2014,11,100,SALARIES AND BENEFITS,1492.3
2017,8,44D,NOT DEF,1490.46
2018,10,44D,NOT DEF,1488.55
2015,6,100,EXPENSES,1486.89
2015,3,100,EXPENSES,1485.14
2015,7,44D,NOT DEF,1483.66
2013,11,339,NOT DEF,1483.28
2013,8,44D,NOT DEF,1482.44
2019,8,339,NOT DEF,1482.3
2017,4,100,EXPENSES,1481.61
2014,12,100,SALARIES AND BENEFITS,1481.59
2013,11,100,EXPENSES,1480.65
2016,8,339,NOT DEF,1477.6
2016,7,100,EXPENSES,1474.89
2015,1,100,EXPENSES,1474.02
2016,1,44D,NOT DEF,1472.48
2015,12,100,EXPENSES,1471.5
2018,12,885,NOT DEF,1470
2016,4,100,SALARIES AND BENEFITS,1464.52
2018,10,44D,NOT DEF,1463.23
2014,12,44D,NOT DEF,1453.73
2020,1,100,SALARIES AND BENEFITS,1453.59
2013,7,100,SALARIES AND BENEFITS,1452.84
2015,1,100,EXPENSES,1449.7
2019,2,339,SPECIAL,1447.77
2019,2,339,SPECIAL,1447.77
2017,5,339,NOT DEF,1446.84
2012,9,100,EXPENSES,1446.43
2014,11,339,NOT DEF,1445.15
2013,3,100,SALARIES AND BENEFITS,1442.13
2015,3,339,NOT DEF,1440.98
2012,4,44D,NOT DEF,1440
2017,4,885,NOT DEF,1440
2018,2,885,NOT DEF,1440
2014,8,100,EXPENSES,1439.11
2012,7,100,SALARIES AND BENEFITS,1436.96
2013,10,863,NOT DEF,1436.86
2018,8,100,EXPENSES,1435.5
2017,7,100,SALARIES AND BENEFITS,1435.47
2014,10,100,SALARIES AND BENEFITS,1433.92
2019,12,100,EXPENSES,1432.5
2020,1,100,EXPENSES,1431
2014,1,44D,NOT DEF,1429.14
2016,12,100,SALARIES AND BENEFITS,1428.98
2016,4,339,NOT DEF,1427.33
2014,2,44D,NOT DEF,1426.53
2018,3,100,EXPENSES,1426.15
2018,11,670,NOT DEF,1425.98
2015,5,100,EXPENSES,1425.72
2012,8,100,EXPENSES,1424.98
2012,10,100,EXPENSES,1421.12
2018,12,100,SALARIES AND BENEFITS,1419.33
2019,5,100,EXPENSES,1419.25
2012,3,339,NOT DEF,1419.24
2012,11,339,NOT DEF,1416.22
2014,10,44D,NOT DEF,1416.2
2019,1,100,EXPENSES,1416
2019,1,100,EXPENSES,1416
2017,5,885,NOT DEF,1415.4
2019,12,100,EXPENSES,1414.31
2014,12,100,SALARIES AND BENEFITS,1412.64
2016,3,100,EXPENSES,1411.95
2016,1,44D,NOT DEF,1411.07
2014,1,100,EXPENSES,1411
2012,7,44D,NOT DEF,1410.13
2013,6,100,EXPENSES,1407.83
2012,11,100,SALARIES AND BENEFITS,1402.01
2015,5,100,EXPENSES,1400.2
2019,10,100,SALARIES AND BENEFITS,1400.07
2012,10,885,NOT DEF,1400
2012,12,554,NOT DEF,1400
2014,5,863,NOT DEF,1400
2016,3,44D,NOT DEF,1400
2018,10,339,NOT DEF,1400
2020,1,863,NOT DEF,1400
2014,3,44D,NOT DEF,1399.87
2019,5,339,NOT DEF,1398.35
2017,5,44D,NOT DEF,1395.04
2014,7,339,NOT DEF,1395
2016,8,100,EXPENSES,1392
2013,11,100,SALARIES AND BENEFITS,1390.97
2012,6,339,NOT DEF,1390.23
2019,10,863,NOT DEF,1390
2018,2,44D,NOT DEF,1387.3
2015,6,44D,NOT DEF,1387.05
2020,10,44D,NOT DEF,1386.73
2013,4,670,NOT DEF,1383.6
2017,8,100,EXPENSES,1383.21
2015,9,100,EXPENSES,1382.3
2017,7,863,NOT DEF,1382.23
2015,3,100,SALARIES AND BENEFITS,1382.01
2018,8,100,SALARIES AND BENEFITS,1381.36
2013,7,339,NOT DEF,1380.63
2019,10,885,NOT DEF,1380
2016,7,100,EXPENSES,1376.12
2016,6,100,EXPENSES,1374.92
2014,2,100,EXPENSES,1374.91
2012,3,339,NOT DEF,1371.97
2012,8,100,SALARIES AND BENEFITS,1370.58
2012,8,100,EXPENSES,1368.8
2015,12,863,NOT DEF,1368.38
2013,10,44D,NOT DEF,1364.04
2018,3,100,EXPENSES,1362.19
2016,2,44D,NOT DEF,1362.09
2015,12,100,EXPENSES,1361.45
2015,2,863,NOT DEF,1361.35
2020,10,339,NOT DEF,1361.2
2015,1,100,EXPENSES,1361.17
2013,9,100,EXPENSES,1359.53
2014,3,670,NOT DEF,1358.38
2014,4,100,EXPENSES,1356.72
2019,1,100,EXPENSES,1356.56
2019,1,100,EXPENSES,1356.56
2015,11,100,EXPENSES,1356.07
2012,9,100,EXPENSES,1355.07
2019,3,100,EXPENSES,1354.08
2018,8,44F,NOT DEF,1353.94
2016,11,100,EXPENSES,1353.27
2013,10,100,SALARIES AND BENEFITS,1353.18
2020,12,44D,NOT DEF,1353.14
2019,9,100,SALARIES AND BENEFITS,1352.97
2015,3,100,SALARIES AND BENEFITS,1352.55
2019,9,339,NOT DEF,1351.56
2019,10,100,SALARIES AND BENEFITS,1351.02
2015,4,339,NOT DEF,1350.54
2012,6,100,EXPENSES,1349.32
2019,1,100,EXPENSES,1349
2019,1,100,EXPENSES,1349
2014,7,44D,NOT DEF,1348.7
2013,12,100,SALARIES AND BENEFITS,1347.26
2018,8,863,NOT DEF,1344
2013,10,44D,NOT DEF,1342.38
2016,2,100,EXPENSES,1341.79
2012,11,100,EXPENSES,1340.16
2013,12,100,EXPENSES,1339.17
2014,1,100,EXPENSES,1337.43
2013,5,100,SALARIES AND BENEFITS,1336.99
2013,1,100,SALARIES AND BENEFITS,1336.23
2019,8,100,EXPENSES,1334.46
2012,2,100,SALARIES AND BENEFITS,1334.41
2011,6,885,NOT DEF,1334.37
2016,3,44D,NOT DEF,1332.35
2018,4,100,EXPENSES,1332.34
2013,6,100,EXPENSES,1332.27
2012,12,100,EXPENSES,1331.31
2013,7,44D,NOT DEF,1330.1
2016,1,339,NOT DEF,1330.05
2016,9,100,EXPENSES,1328.96
2018,5,339,NOT DEF,1327.69
2017,8,100,EXPENSES,1325.04
2014,1,339,NOT DEF,1324.56
2016,9,100,SALARIES AND BENEFITS,1320.68
2014,7,863,NOT DEF,1320
2013,8,339,NOT DEF,1319.13
2020,3,44D,NOT DEF,1318.83
2019,3,339,NOT DEF,1317.87
2013,1,100,EXPENSES,1317.08
2018,8,100,EXPENSES,1316.98
2013,4,339,NOT DEF,1316.9
2019,4,100,EXPENSES,1316.07
2017,9,100,EXPENSES,1314.21
2020,11,100,EXPENSES,1310.59
2016,10,100,SALARIES AND BENEFITS,1310.52
2019,12,100,EXPENSES,1309.5
2012,1,44D,NOT DEF,1307.84
2020,1,100,SALARIES AND BENEFITS,1307.16
2012,2,339,NOT DEF,1306.39
2015,7,100,EXPENSES,1305
2018,2,100,EXPENSES,1304.32
2020,3,100,EXPENSES,1303.3
2015,7,339,NOT DEF,1299.49
2016,9,100,EXPENSES,1297.52
2015,11,44D,NOT DEF,1293.36
2018,4,44D,NOT DEF,1291.95
2018,10,100,SALARIES AND BENEFITS,1291.46
2017,5,885,NOT DEF,1290
2018,4,885,NOT DEF,1290
2018,12,44D,NOT DEF,1289.33
2013,7,44D,NOT DEF,1288.8
2015,5,100,EXPENSES,1288.7
2016,10,44D,NOT DEF,1287.3
2013,10,339,NOT DEF,1285.8
2014,4,339,NOT DEF,1283.5
2012,12,44D,NOT DEF,1282.12
2019,2,863,NOT DEF,1282.08
2019,2,863,NOT DEF,1282.08
2013,7,100,EXPENSES,1281.45
2015,5,100,SALARIES AND BENEFITS,1280.96
2019,12,863,NOT DEF,1280
2017,7,44D,NOT DEF,1279.78
2015,11,863,NOT DEF,1276.92
2012,11,100,EXPENSES,1273.49
2014,6,100,EXPENSES,1272.99
2013,1,670,NOT DEF,1272.96
2014,3,44D,NOT DEF,1272.49
2013,9,44D,NOT DEF,1272.39
2015,10,100,EXPENSES,1266.32
2019,12,339,NOT DEF,1266.23
2014,8,339,NOT DEF,1265.4
2018,12,100,SALARIES AND BENEFITS,1260.15
2016,3,885,NOT DEF,1260
2020,12,100,EXPENSES,1259.34
2014,6,44D,NOT DEF,1258.34
2019,9,100,SALARIES AND BENEFITS,1257.42
2016,10,100,SALARIES AND BENEFITS,1256.03
2012,8,339,NOT DEF,1251.14
2013,2,863,NOT DEF,1250.3
2019,8,885,NOT DEF,1250
2014,9,100,EXPENSES,1248.98
2016,6,100,EXPENSES,1247.5
2020,3,100,EXPENSES,1247.19
2020,11,100,EXPENSES,1247.18
2016,4,44D,NOT DEF,1246.96
2012,3,100,EXPENSES,1245.14
2015,5,100,EXPENSES,1244.42
2019,12,100,SALARIES AND BENEFITS,1244.42
2012,2,100,EXPENSES,1243.98
2015,1,670,NOT DEF,1243.52
2019,12,885,NOT DEF,1243.5
2012,1,670,NOT DEF,1243.4
2017,4,44D,NOT DEF,1241.99
2019,11,100,EXPENSES,1240.23
2019,11,100,EXPENSES,1240.23
2019,7,100,SALARIES AND BENEFITS,1239.14
2012,10,100,EXPENSES,1239.13
2015,2,670,NOT DEF,1238.25
2011,6,47J,NOT DEF,1237.99
2019,4,100,EXPENSES,1237.35
2012,8,100,EXPENSES,1236.51
2016,8,44D,NOT DEF,1236.5
2014,1,44D,NOT DEF,1236.26
2019,9,100,EXPENSES,1235.31
2013,12,339,NOT DEF,1233.11
2016,10,100,EXPENSES,1232.67
2017,9,100,EXPENSES,1232
2019,9,100,EXPENSES,1229.79
2012,10,339,NOT DEF,1229.78
2018,3,100,EXPENSES,1229.31
2016,7,100,EXPENSES,1227.88
2012,5,44D,NOT DEF,1226.61
2012,7,44D,NOT DEF,1226.35
2014,2,100,EXPENSES,1226.24
2017,5,44D,NOT DEF,1223.47
2018,5,100,EXPENSES,1221.8
2012,1,44D,NOT DEF,1221.25
2017,9,44F,NOT DEF,1219.66
2014,11,339,NOT DEF,1218.32
2019,4,100,SALARIES AND BENEFITS,1218
2014,1,44D,NOT DEF,1217.95
2019,4,339,NOT DEF,1216.46
2018,3,670,NOT DEF,1215.77
2014,8,100,EXPENSES,1215.45
2016,3,44F,NOT DEF,1214.15
2011,6,339,NOT DEF,1213.77
2012,5,339,NOT DEF,1212.68
2017,9,100,EXPENSES,1212.48
2019,8,100,EXPENSES,1211.18
2013,4,339,NOT DEF,1210.9
2014,1,670,NOT DEF,1207.24
2016,4,100,EXPENSES,1206.4
2012,11,339,NOT DEF,1206.04
2020,2,100,SALARIES AND BENEFITS,1203.25
2016,5,100,EXPENSES,1203.23
2019,12,339,NOT DEF,1202.47
2016,7,100,SALARIES AND BENEFITS,1200.81
2014,5,100,EXPENSES,1200
2014,10,44D,NOT DEF,1200
2015,10,670,NOT DEF,1200
2015,12,670,NOT DEF,1200
2015,3,670,NOT DEF,1200
2017,4,44D,NOT DEF,1200
2018,10,44D,NOT DEF,1200
2019,11,885,NOT DEF,1200
2019,11,885,NOT DEF,1200
2019,1,885,NOT DEF,1200
2019,1,885,NOT DEF,1200
2019,12,44D,NOT DEF,1200
2013,6,339,NOT DEF,1199.3
2018,3,100,SALARIES AND BENEFITS,1198.93
2017,4,44D,NOT DEF,1198
2019,3,100,EXPENSES,1195.47
2014,4,100,EXPENSES,1193.69
2019,2,100,SALARIES AND BENEFITS,1192.64
2019,2,100,SALARIES AND BENEFITS,1192.64
2014,7,44D,NOT DEF,1192.25
2013,8,44D,NOT DEF,1191.32
2015,2,100,EXPENSES,1190.59
2015,8,100,EXPENSES,1190.5
2016,4,100,SALARIES AND BENEFITS,1190.37
2012,8,670,NOT DEF,1190
2013,10,670,NOT DEF,1189.65
2016,5,100,EXPENSES,1188.23
2019,9,44D,NOT DEF,1185.06
2012,9,100,EXPENSES,1182.18
2019,4,863,NOT DEF,1182
2014,2,44D,NOT DEF,1180.58
2015,2,44D,NOT DEF,1178.9
2013,4,100,SALARIES AND BENEFITS,1178
2015,4,100,EXPENSES,1176.31
2012,9,670,NOT DEF,1176.29
2020,3,100,EXPENSES,1174.48
2015,9,863,NOT DEF,1174.28
2014,7,100,EXPENSES,1174.21
2019,12,339,NOT DEF,1172.84
2017,9,44D,NOT DEF,1172
2017,5,100,EXPENSES,1172
2018,10,885,NOT DEF,1170
2019,1,885,NOT DEF,1170
2019,1,885,NOT DEF,1170
2019,9,100,SALARIES AND BENEFITS,1169.28
2019,5,100,SALARIES AND BENEFITS,1169.28
2012,1,339,NOT DEF,1168.85
2019,3,100,SALARIES AND BENEFITS,1168.83
2017,5,44D,NOT DEF,1168.72
2020,1,44D,NOT DEF,1168.32
2016,11,100,EXPENSES,1168.16
2012,1,339,NOT DEF,1166.75
2012,11,100,EXPENSES,1166.25
2016,7,100,EXPENSES,1159.7
2018,1,339,SPECIAL,1159.66
2015,5,44D,NOT DEF,1159.54
2018,12,100,EXPENSES,1155.75
2013,6,339,NOT DEF,1153.96
2015,6,100,EXPENSES,1153.32
2018,2,100,SALARIES AND BENEFITS,1152.52
2018,9,100,SALARIES AND BENEFITS,1152.4
2016,10,100,SALARIES AND BENEFITS,1152.06
2016,7,100,SALARIES AND BENEFITS,1150.58
2015,7,100,EXPENSES,1149.71
2019,7,100,SALARIES AND BENEFITS,1149.11
2013,4,863,NOT DEF,1146.28
2018,5,44D,NOT DEF,1146.21
2020,10,44D,NOT DEF,1146.21
2013,1,100,EXPENSES,1145.12
2014,10,339,NOT DEF,1144.4
2015,7,44D,NOT DEF,1144
2020,11,339,NOT DEF,1141.33
2019,9,100,SALARIES AND BENEFITS,1141.24
2019,5,885,NOT DEF,1140
2012,9,44F,NOT DEF,1139.67
2014,4,44D,NOT DEF,1139.05
2015,5,44D,NOT DEF,1137.48
2014,1,100,SALARIES AND BENEFITS,1136.66
2012,4,339,NOT DEF,1134.8
2012,3,339,NOT DEF,1134.5
2020,2,885,NOT DEF,1134.25
2015,8,44D,NOT DEF,1133.6
2016,12,339,NOT DEF,1132.77
2016,2,339,NOT DEF,1132.55
2019,1,100,EXPENSES,1131
2019,1,100,EXPENSES,1131
2013,2,100,SALARIES AND BENEFITS,1130.66
2012,11,100,EXPENSES,1130.4
2017,9,44D,NOT DEF,1128.64
2015,1,44D,NOT DEF,1128.5
2013,4,100,EXPENSES,1127.91
2015,7,100,EXPENSES,1126.95
2011,6,339,NOT DEF,1126.22
2013,6,44D,NOT DEF,1124.49
2014,8,44D,NOT DEF,1123.4
2020,11,44D,NOT DEF,1123.15
2016,4,100,EXPENSES,1121.35
2016,11,44D,NOT DEF,1120.6
2012,10,339,NOT DEF,1120
2013,4,44D,NOT DEF,1119.88
2013,8,44D,NOT DEF,1118.45
2019,10,44D,NOT DEF,1118.39
2018,4,863,NOT DEF,1118.25
2013,9,339,NOT DEF,1116
2015,3,44D,NOT DEF,1114.99
2019,3,339,NOT DEF,1113.9
2013,12,339,NOT DEF,1113.4
2020,3,100,EXPENSES,1113.21
2012,3,100,EXPENSES,1113.17
2016,2,44D,NOT DEF,1110.94
2012,6,100,SALARIES AND BENEFITS,1110.87
2012,8,339,NOT DEF,1107.88
2014,9,100,SALARIES AND BENEFITS,1107.71
2019,5,100,EQUIPMENT,1107.4
2017,4,44D,NOT DEF,1107.15
2011,6,287,NOT DEF,1106.16
2013,3,100,SALARIES AND BENEFITS,1104.51
2015,9,100,EXPENSES,1104
2013,1,670,NOT DEF,1103.93
2013,12,100,EXPENSES,1103.32
2019,7,100,EXPENSES,1102.5
2012,8,339,NOT DEF,1101.87
2014,9,44D,NOT DEF,1099.4
2016,8,100,EXPENSES,1099.23
2013,6,100,EXPENSES,1099.19
2012,10,100,EXPENSES,1098.71
2012,6,339,NOT DEF,1098.58
2014,2,100,EXPENSES,1098.1
2018,8,100,EXPENSES,1098
2020,3,100,EXPENSES,1095.55
2019,4,100,SALARIES AND BENEFITS,1094.85
2012,7,100,EXPENSES,1094.37
2013,8,670,NOT DEF,1092.75
2012,12,100,EXPENSES,1091.68
2019,8,100,SALARIES AND BENEFITS,1091.13
2015,4,100,SALARIES AND BENEFITS,1090.75
2011,6,885,NOT DEF,1090
2013,4,44F,NOT DEF,1090
2019,12,100,EXPENSES,1089
2018,9,100,EXPENSES,1088.43
2019,12,100,SALARIES AND BENEFITS,1088.09
2016,12,100,EXPENSES,1086.11
2014,11,100,EXPENSES,1086.03
2019,5,670,NOT DEF,1085.52
2015,7,100,EXPENSES,1085.4
2013,3,100,EXPENSES,1084.85
2012,11,339,NOT DEF,1083.89
2019,12,670,NOT DEF,1083.81
2012,3,100,EXPENSES,1082.61
2012,11,670,NOT DEF,1081.7
2014,1,100,EXPENSES,1080.77
2014,8,339,NOT DEF,1080.74
2014,7,339,NOT DEF,1080
2018,4,885,NOT DEF,1080
2018,10,885,NOT DEF,1080
2019,9,670,NOT DEF,1080
2016,6,100,EXPENSES,1079.71
2018,8,885,NOT DEF,1079.37
2016,3,100,EXPENSES,1079.32
2012,2,100,EXPENSES,1079.21
2014,6,44D,NOT DEF,1078.3
2014,8,100,EXPENSES,1078.03
2014,2,44D,NOT DEF,1077.57
2014,6,41Y,NOT DEF,1076
2013,5,100,SALARIES AND BENEFITS,1074.4
2015,7,100,SALARIES AND BENEFITS,1073.96
2018,9,44D,NOT DEF,1073.91
2014,1,100,EXPENSES,1072.39
2014,11,100,EXPENSES,1072.05
2019,4,339,NOT DEF,1070.39
2012,12,339,NOT DEF,1070.12
2015,5,44D,NOT DEF,1067.27
2018,11,100,EXPENSES,1065.11
2020,4,100,EXPENSES,1064.67
2014,5,339,NOT DEF,1063.3
2013,9,339,NOT DEF,1060.76
2014,11,863,NOT DEF,1060
2012,7,100,EXPENSES,1059.65
2019,10,100,SALARIES AND BENEFITS,1059.28
2013,11,44D,NOT DEF,1058.86
2016,3,44D,NOT DEF,1058.63
2014,4,863,NOT DEF,1058.3
2018,9,100,EXPENSES,1058.22
2013,1,100,EXPENSES,1057.5
2012,8,100,SALARIES AND BENEFITS,1056.96
2012,7,100,SALARIES AND BENEFITS,1056.96
2012,11,100,EXPENSES,1056.5
2016,11,100,EXPENSES,1056.16
2014,8,44D,NOT DEF,1056.13
2018,11,100,EXPENSES,1056
2019,7,44F,SPECIAL,1054.5
2018,8,339,NOT DEF,1054.39
2012,9,670,NOT DEF,1053.25
2012,3,44D,NOT DEF,1051.08
2018,12,339,NOT DEF,1050.84
2014,8,339,NOT DEF,1050.2
2016,9,339,NOT DEF,1050
2018,10,885,NOT DEF,1050
2014,5,339,NOT DEF,1048.3
2014,5,100,EXPENSES,1047.87
2014,1,339,NOT DEF,1045.69
2016,2,100,EXPENSES,1044.48
2014,7,100,EXPENSES,1044.04
2012,4,100,SALARIES AND BENEFITS,1043.84
2016,1,100,EXPENSES,1043.58
2013,12,100,EXPENSES,1043.49
2018,9,100,EXPENSES,1043.41
2014,9,863,NOT DEF,1042.5
2012,2,100,EXPENSES,1042.41
2014,10,100,EXPENSES,1042.3
2015,9,100,EXPENSES,1041.84
2017,4,100,EXPENSES,1041.77
2015,6,100,EXPENSES,1039.59
2013,2,44D,NOT DEF,1039.04
2016,10,100,SALARIES AND BENEFITS,1038.09
2014,7,100,SALARIES AND BENEFITS,1037.85
2015,5,100,EXPENSES,1037.69
2011,6,339,NOT DEF,1036.9
2012,3,100,EXPENSES,1036.48
2012,10,100,EXPENSES,1035.26
2019,5,339,NOT DEF,1035.21
2015,9,100,EXPENSES,1034.47
2014,12,44D,NOT DEF,1034.26
2014,12,100,EXPENSES,1033.11
2019,5,44D,NOT DEF,1032
2016,5,100,SALARIES AND BENEFITS,1031.78
2016,9,100,EXPENSES,1029.86
2013,10,100,EXPENSES,1028.82
2013,10,44D,NOT DEF,1028.78
2019,9,44D,NOT DEF,1028.01
2015,12,100,EXPENSES,1026.87
2019,10,339,NOT DEF,1026.8
2017,4,100,SALARIES AND BENEFITS,1026.4
2012,10,100,SALARIES AND BENEFITS,1025.79
2013,10,44D,NOT DEF,1024.64
2013,2,100,SALARIES AND BENEFITS,1024.12
2015,1,100,EXPENSES,1022.42
2014,11,44F,NOT DEF,1021.9
2019,7,100,EXPENSES,1021.05
2013,12,100,EXPENSES,1020.75
2020,12,100,SALARIES AND BENEFITS,1020.25
2017,8,100,EXPENSES,1020.24
2018,9,100,EXPENSES,1020
2014,5,44D,NOT DEF,1018.08
2012,7,100,SALARIES AND BENEFITS,1017.68
2015,10,100,EXPENSES,1016.81
2013,8,100,EXPENSES,1015.67
2020,4,100,EXPENSES,1014.9
2012,9,100,EXPENSES,1014.79
2013,1,44D,NOT DEF,1014.72
2018,10,100,EXPENSES,1014.35
2019,12,100,EXPENSES,1013.16
2014,6,863,NOT DEF,1012
2012,12,44D,NOT DEF,1011.38
2019,12,863,NOT DEF,1011
2020,10,670,NOT DEF,1009.6
2014,2,100,EXPENSES,1008
2018,1,100,SALARIES AND BENEFITS,1006.98
2018,4,100,EXPENSES,1006.86
2012,2,100,EXPENSES,1005.62
2016,8,100,EXPENSES,1004.4
2012,1,44D,NOT DEF,1004.2
2013,1,339,NOT DEF,1004.2
2014,1,100,EXPENSES,1004.01
2015,3,44D,NOT DEF,1003.31
2013,4,44D,NOT DEF,1002.69
2012,6,100,EXPENSES,1001.92
2018,8,100,EXPENSES,1001
2012,1,44D,NOT DEF,1000.94
2015,3,885,NOT DEF,1000
2017,8,885,NOT DEF,1000
